4,sw1
18,sw2
51,sw3
14,sw4
5,sw5
49,s1
47,s2
45,s3
28,s4
43,s5
21,s6
50,b1
48,b2
44,b3
46,b4
22,b5
35,bw1
53,bw2
7,bw3
36,bw4
23,bw5
8,bw6
42,gw1
40,gw2
37,gw3
28,gw4
9,gw5
41,g1
34,g2
11,g3
32,r1
24,r2
30,r3
28,r4
1,r5
26,rw1
15,rw2
31,rw3
24,rw4
23,rw5
19,sw4
